ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5
Device,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Runtime BPs,SW BPs,Live Connect,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,ITM/SWO,PIC32 Instruction Trace,PC Profiling,PC Sampling
PIC18F4685,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46J11,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46J13,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46J50,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46J53,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46K20,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46K22,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,5:ICE4-N/A:ICD5,5:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46K40,3,3,R/W,0,No,N/A,No,255,No,No,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-Yes:Snap,No,No,No,Yes,No,No,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46K42,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F46K80,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,5:ICE4-N/A:ICD5,5:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46Q10,3,3,R/W,0,No,N/A,No,255,No,No,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-Yes:Snap,No,No,No,Yes,No,No,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F46Q43,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F46Q71,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F46Q83,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F46Q84,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F47J13,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F47J53,3,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F47K40,3,3,R/W,0,No,N/A,No,255,No,No,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-Yes:Snap,No,No,No,Yes,No,No,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F47K42,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F47Q10,3,3,R/W,0,No,N/A,No,255,No,No,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-Yes:Snap,No,No,No,Yes,No,No,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F47Q43,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F47Q83,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F47Q84,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F54Q71,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F55K42,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F55Q43,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F55Q71,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F56K42,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F56Q43,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F56Q71,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F56Q83,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F56Q84,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F57K42,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F57Q43,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F57Q83,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F57Q84,3,3,R/W,0,No,N/A,No,255,No,No,No,No,No,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC18F6310,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F6390,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F6393,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F63J11,5,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F63J90,5,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F6410,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F6490,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F6493,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,3:ICE4-3:ICD5-3:ICD4-3:PK5-3:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F64J11,5,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F64J90,5,5,R/W,0,No,N/A,No,255,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,1:ICE4-N/A:ICD5,1:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC18F6520,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,R/W:ICE4-R/W:ICD5-R/W:ICD4-R/W:PK5-R/W:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,255:ICE4-255:ICD5-255:ICD4-255:PK5-255:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
